Inflation,Month,Year,pmi,PartNo,Description,Quantity,Sales Price,Total Sales,Swaraj Engines Stock Price,M&M Stock Price,Escorts Kuboto Stock Price
5.09,2,2024,164,300053048A,Sviwel Housing LH,553,2315.73,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300053049A,Sviwel Housing RH,427,3575.95,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300130461B,Housing Input Pinion,399,3480.31,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300130468A,Cover steering cylinder mounting,484,4715.48,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300130474A,Housing hub stub axle,378,3462.35,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300145985A,Housing Axle King Shaft,377,2830.9,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,10039106AB,Front Axle Housing LH-106 AB,95,1759.06,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,10039104AC,Front Axle Housing RH-104 AC,498,2767.59,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,10039098AB,"Front Axle Housing RH  (10039098AB)
",133,2554.06,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300422630A,Housing Front Axle Cover LH-630,562,5658.35,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300422616A,Housing Front Axle Cover RH-640,444,3406.47,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300137705B,Housing Front Axle Cover LH-705,496,3560.06,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300130478B,Housing Front Axle Cover RH-478,687,4867.87,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,10051257CB,Front Axle Housing,262,3326.16,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1A8252-42110,Hydarulic Housing,129,485.48,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,10071462AG,Integral Front Axle Bkt(Casting),217,4028.07,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,5A8252-24701,COVER FRONT,342,2663.66,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,5A8252-24240,COVER REAR,78,1102.31,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1A8252-43231-1,HEAD CYLINDER,605,3182.67,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1A8550-43210-1,HEAD CYLINDER-210,661,3837.08,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1A8252-47710,HINGE SUPPORT-8252,453,3402.81,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,101281426000,Brake Drum -6000,516,4180.95,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,101281426100,Brake Drum -6100,182,1289.59,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1SK-45870,HUB Tunring,574,4141.93,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,(SE01B00G00037),Front Wheel hub Star Glow,717,406.95,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,4256730,HUB-118,225,1184.5,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,4252073,HUB-316,322,4015.24,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,4252752,HUB-454,177,4460.14,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,4255058,HUB-770,117,1403.49,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,623,4930.84,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1A8252-13760-1,"GEARBOX, FRONT L ECN",254,1113.19,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1A8252-13770-1,"GEARBOX, FRONT R ECN",364,1507.9,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300167935A,Center Beam Housing -584/935,186,1606.37,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,XBY00222,Bracket Engine,75,1868.47,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,300137702C,CENTER BEAM HSG - Casting,641,4138.51,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,M31149S002,Fron Wheel Hub Champ,474,3331.29,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,X1821622,Housing Oil Cooler,358,2082.79,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,B3F01301,Flywheel Boss,169,148.4,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,F4W03322,FSFB Bracket - 3322,304,3947.97,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,F4W03222,FSFB Bracket - 3222,292,4829.71,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,X6E04822,NODO BRACKET -ECO-4822,245,3389.29,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,F6A07422,Spring bracket-7422,306,4741.28,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,7125600,Wheel - Drive,151,345.27,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,8829617,Dual adapter hub,194,1750.29,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,29324690,Disc Actuating,107,5427.71,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,IC0305854,EICHER BRAKE DRUM,125,3295.91,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,277642303714,Brake Drum 3714,143,1952.09,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,277642303707,Brake Drum 3707,211,1895.98,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,66666,Trunnion Braket,205,1942.21,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1528137,Chart Casting Wheel -8137,119,2039.59,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1528138,Chart Casting Wheel -8138,354,5243.25,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,516266681,Chart Casting Wheel -6681,54,3675.71,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,8504786,Casting drive wheel,51,4025.21,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,1524926,Hub Casting ,225,5489.83,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,8827231,Drive wheel -casting,522,414.78,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,006050988V01,Fly Wheel 67 HP,445,3772.36,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,907125600,Wheel - Drive,323,3424.46,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,60000-01/018,"Brake Drum , 16.5X7, G3000b",243,1434.12,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,X1505222,Pulley-5222,382,1344.94,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,X1505122,Pulley-5122,253,4691.17,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,006525415B01,Axle Carr LH,283,3984.16,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,006525417B01,Axle Carr RH,336,157.27,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,B3F16003,Fly Wheel -16003,255,4878.16,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,5739980670,HYVA Bracket 670,476,4560.34,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,3318C00701,Flywheel-701,117,2958.54,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,H01XX417961701,Drive wheel,408,2230.17,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,X6E04722,NODO BRACKET-ECO-4722,735,230.13,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,FTF03022,Rear Dummy HUB-3222,455,3282.02,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,F5N04822,Bracket -Engine Mounting-4822,522,2305.75,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,A 400 322 05 01,Spring bracket -501,345,1212.41,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,A 400 322 00 01,Spring bracket -0001,474,5162.05,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,A 400 322 00 06,Spring bracket -0006,258,1893.01,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,A4008911020,Bracket Bearing 1020,258,3488.0,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,A4003220101,Spring bracket -0101,102,3780.04,51764,2239.8,1659.25,3023.95
5.09,2,2024,164,A400 891 09 20,Bracket Bearing 920,401,4148.72,51764,2239.8,1659.25,3023.95
4.85,3,2024,257,0503BA0290N-RK,ALFA HUB,128,3208.22,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,0503BA0290N,Front Wheel Hub,410,4766.53,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,0502BA1050N,Alfa Rear Wheel Hub LH,325,1775.6,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,0502BA1060N,Alfa Rear Wheel Hub RH,133,6016.69,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,0602AAB00260N,Brake Drum ALFA,292,3488.03,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,0601AMJ00030N,Brake Drum -TREO,255,703.68,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,0601AAA00320N,B.D. E-Riksha,537,5610.89,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,0601AED00170N,Brake Drum E-Rikshaw,517,1394.14,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,0801AAA00960N,Clutch Housing LCC,90,615.71,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,006017472B92,Fly Wheel 3DI,145,5067.59,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,006029533V91,Fly Wheel 3DI E1H1,657,3853.57,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,006028861V92,475/575 4DI-NCRPTO,65,1787.86,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,006028860V91,475/575 4DI-CRPTO,456,3457.56,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,006022009B91,Fly Wheel Swraj,635,1145.83,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,007903649B1,HUB(CRE),488,786.37,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,4D00322,BOSS BRAKCET,77,299.55,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,005551418R8,F.A.S. (BP),300,768.67,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F3S00100,Brake Drum 100,221,603.99,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8T00122,Brake Drum 122,245,3128.34,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F3S00222,Brake Drum 222,381,237.29,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F3S00422,Brake Drum 422,80,5778.35,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8T01222,Brake Drum 1222,187,1277.62,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8T02022,Brake Drum 2022,372,3930.62,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1860822,BD (B) 1860822 -EDM,419,1934.02,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1869022,BD F-1869022-EDM,177,4660.41,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8T01922,Brake Drum 1922,760,2746.63,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1879622,Brake Drum 9622,160,2025.39,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1879722,Brake Drum 9722,636,5196.06,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1869122,Brake Drum 9122,176,3826.14,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F3S00622,Brake Drum 622,105,395.4,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F5Z00120,Distence Pic Old 120,645,5874.89,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F5Z00112,Distence Pic Big 112,99,5408.19,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1880122,Rear Hub 122,545,1856.62,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1888822,Dummy Hub 822,271,3300.15,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8S00622,Rear Hub-622,145,660.55,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1880222,Rear HUB-222,79,1704.77,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8S01022,UB Hub 1022,100,1213.42,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,FTF01222,UB Hub 1222,383,4810.01,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1884622,Front Hub -622,97,4113.54,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8S00922,UB Hub 922,630,2747.99,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8S01322,Front HUB-1322,443,1317.9,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,FTF01122,Hub 1122 MBP,492,2015.13,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,FTF01022,Hub 1022 MBP,443,609.56,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,FTF03022,Rear Dummy HUB-3022,66,6307.56,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,FH302622,Front Hub 2622 MBP,170,5104.62,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,FTT02722,HUB-2722,592,341.99,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F3H01322,ARB FRAME MOUNTING BKT,180,5213.47,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F2R00122,SGM BKT-122,334,4993.15,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8D01700,SGM BKT -1700,158,4498.48,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F-8D02722,SGM -2722,74,1364.64,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F8D01622,SGM -1622,291,2999.78,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F3H01122,ARB Axle M. BKt LH,324,5005.53,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F3H01222,ARB Axle M. BKt RH,265,932.7,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,B3F15503,Fly Wheel-503,484,2015.24,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,B9805502,Flywheel Neptune,318,1059.67,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,B2W02519,FIP Housing CB18,110,3778.43,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,B2W01421,FIP Housing CB28,142,3193.57,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,B2W01307,Fip Housing-1307,370,1366.02,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X1X00522,Thermostate Housing-522,401,2621.7,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X2H00622,T.G. Case,562,3806.97,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F7L09722,Rear Spring Bracket,293,3955.28,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F5F01822,AC Bracket -1822,244,4634.51,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F5F01722,AC Bracket -1722,294,1332.92,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F7Z05314,ATS BRACKET-5314,355,3763.73,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F7Z00122,ATS BRACKET-122,224,1818.86,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F7Z05414,ATS BRACKET-5414,431,1173.52,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F7Z10314,ATS BRACKET 10314,646,4686.9,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X6E03422,Nodo Bracket-3422,411,373.03,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X6E03522,Nodo Bracket-3522,128,3646.95,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X6E05222,Nodo Bracket-5222,203,4285.53,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X6E05122,Nodo Bracket-5122,247,5336.26,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,330123920,Tata Cup Box,44,2443.91,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,P3301201020,ACE RDE Box casting,359,1188.73,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,330151420,Mega Ace,430,1701.49,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,330134120,M&M 510,83,5959.24,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,330134220V1,M&M 630,411,1400.22,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,330931720,Cover Plate,499,5370.63,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,502207C01,Side Cover C01,580,3581.74,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,502207E 01,Side Cover Casting E01 (HFB 82),312,1154.81,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,50170115,Valve Housing HFB 64,369,2283.72,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,501707C06,Valve Housing casting,112,3561.15,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,501707C03,Valve Housing casting-C03,529,5836.13,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,501707E 01,Valve housing casting  E01 (HFB82),288,1300.41,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,500127C06,LH Housing C06,223,1744.67,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,500127C14,LH Housing C14,417,5448.58,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,50012110,LH Housing 64,132,1821.55,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,500127E03,LH Housing -82,357,654.43,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,666,BB-106,353,933.85,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1826722,B.D. 6722,55,1309.55,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,257542303705,TATA BRAKE DRUM 3705,657,2292.37,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,263242303723,TATA BRAKE DRUM 3723,96,4699.06,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F1875722,Brake Drum -5722,235,1926.8,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,277642303701,TATA BRAKE DRUM 3701,228,2002.99,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,5.01442E+11,Brake Drum 3702,115,5334.93,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,0031002662AC,Rear Cover-6662,192,2886.1,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,10006813CC,Rear Cover-6813,444,3387.4,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300053048A,Sviwel Housing LH,513,2456.52,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300053049A,Sviwel Housing RH,315,4231.27,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300130461B,Housing Input Pinion,426,3974.57,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300130468A,Cover steering cylinder mounting,567,5639.48,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300130474A,Housing hub stub axle,350,3600.09,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300145985A,Housing Axle King Shaft,207,3093.73,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,10039106AB,Front Axle Housing LH-106 AB,69,1907.41,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,10039104AC,Front Axle Housing RH-104 AC,500,2531.01,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,10039098AB,"Front Axle Housing RH  (10039098AB)
",165,3083.58,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300422630A,Housing Front Axle Cover LH-630,552,5521.85,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300422616A,Housing Front Axle Cover RH-640,530,3689.42,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300137705B,Housing Front Axle Cover LH-705,231,3813.81,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300130478B,Housing Front Axle Cover RH-478,545,5380.38,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,10051257CB,Front Axle Housing,321,3110.86,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1A8252-42110,Hydarulic Housing,164,530.85,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,10071462AG,Integral Front Axle Bkt(Casting),164,4842.97,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,5A8252-24701,COVER FRONT,211,2862.14,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,5A8252-24240,COVER REAR,110,1342.14,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1A8252-43231-1,HEAD CYLINDER,381,3513.9,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1A8550-43210-1,HEAD CYLINDER-210,585,4437.26,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1A8252-47710,HINGE SUPPORT-8252,345,3785.4,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,101281426000,Brake Drum -6000,468,4885.95,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,101281426100,Brake Drum -6100,182,1367.7,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1SK-45870,HUB Tunring,359,4529.57,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,(SE01B00G00037),Front Wheel hub Star Glow,690,444.17,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,4256730,HUB-118,274,1185.75,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,4252073,HUB-316,339,3825.19,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,4252752,HUB-454,332,5049.3,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,4255058,HUB-770,142,1505.8,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,624,4841.54,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1A8252-13760-1,"GEARBOX, FRONT L ECN",265,1017.28,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1A8252-13770-1,"GEARBOX, FRONT R ECN",251,1518.24,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300167935A,Center Beam Housing -584/935,215,1597.71,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,XBY00222,Bracket Engine,76,2049.72,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,300137702C,CENTER BEAM HSG - Casting,358,4365.54,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,M31149S002,Fron Wheel Hub Champ,456,3736.69,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X1821622,Housing Oil Cooler,293,2431.48,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,B3F01301,Flywheel Boss,345,183.96,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F4W03322,FSFB Bracket - 3322,621,4533.8,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F4W03222,FSFB Bracket - 3222,301,6023.7,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X6E04822,NODO BRACKET -ECO-4822,216,4026.69,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F6A07422,Spring bracket-7422,489,5558.82,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,7125600,Wheel - Drive,145,381.0,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,8829617,Dual adapter hub,153,1817.04,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,29324690,Disc Actuating,90,5613.05,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,IC0305854,EICHER BRAKE DRUM,123,4113.55,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,277642303714,Brake Drum 3714,156,2130.07,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,277642303707,Brake Drum 3707,299,2233.27,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,66666,Trunnion Braket,250,2059.0,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1528137,Chart Casting Wheel -8137,179,2401.24,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1528138,Chart Casting Wheel -8138,309,6140.37,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,516266681,Chart Casting Wheel -6681,72,4082.19,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,8504786,Casting drive wheel,82,4821.41,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,1524926,Hub Casting ,239,5197.94,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,8827231,Drive wheel -casting,650,475.37,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,006050988V01,Fly Wheel 67 HP,482,4583.02,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,907125600,Wheel - Drive,236,3756.15,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,60000-01/018,"Brake Drum , 16.5X7, G3000b",434,1612.32,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X1505222,Pulley-5222,183,1691.13,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X1505122,Pulley-5122,235,5121.77,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,006525415B01,Axle Carr LH,289,4053.42,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,006525417B01,Axle Carr RH,263,182.75,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,B3F16003,Fly Wheel -16003,285,5258.41,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,5739980670,HYVA Bracket 670,394,4530.6,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,3318C00701,Flywheel-701,278,3192.52,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,H01XX417961701,Drive wheel,496,2006.61,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,X6E04722,NODO BRACKET-ECO-4722,688,232.86,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,FTF03022,Rear Dummy HUB-3222,433,3165.39,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,F5N04822,Bracket -Engine Mounting-4822,615,2168.54,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,A 400 322 05 01,Spring bracket -501,421,1235.8,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,A 400 322 00 01,Spring bracket -0001,218,4805.53,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,A 400 322 00 06,Spring bracket -0006,316,2044.85,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,A4008911020,Bracket Bearing 1020,310,3699.63,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,A4003220101,Spring bracket -0101,152,4758.39,74549,2375.7,1933.6,2845.05
4.85,3,2024,257,A400 891 09 20,Bracket Bearing 920,279,5092.74,74549,2375.7,1933.6,2845.05
4.83,4,2024,244,0503BA0290N-RK,ALFA HUB,80,3441.88,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,0503BA0290N,Front Wheel Hub,384,5005.08,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,0502BA1050N,Alfa Rear Wheel Hub LH,265,2105.12,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,0502BA1060N,Alfa Rear Wheel Hub RH,251,6575.39,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,0602AAB00260N,Brake Drum ALFA,297,3581.18,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,0601AMJ00030N,Brake Drum -TREO,308,679.14,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,0601AAA00320N,B.D. E-Riksha,339,5927.97,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,0601AED00170N,Brake Drum E-Rikshaw,434,1376.36,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,0801AAA00960N,Clutch Housing LCC,92,618.06,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,006017472B92,Fly Wheel 3DI,144,5680.18,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,006029533V91,Fly Wheel 3DI E1H1,526,4384.61,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,006028861V92,475/575 4DI-NCRPTO,71,1771.65,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,006028860V91,475/575 4DI-CRPTO,377,4150.2,84404,2310.65,1938.0,2779.0
4.83,4,2024,244,006022009B91,Fly Wheel Swraj,532,1378.59,84404,2310.65,1938.0,2779.0
