PartNo,Description,Year,Month,Quantity,Sales Price
1528137,Chart Casting Wheel -8137,2021,7,83,664.82
1528137,Chart Casting Wheel -8137,2021,8,63,645.91
1528137,Chart Casting Wheel -8137,2021,9,89,604.88
1528137,Chart Casting Wheel -8137,2021,10,61,629.87
1528137,Chart Casting Wheel -8137,2021,11,83,601.11
1528137,Chart Casting Wheel -8137,2021,12,93,538.53
1528137,Chart Casting Wheel -8137,2022,1,177,566.09
1528137,Chart Casting Wheel -8137,2022,2,101,638.95
1528137,Chart Casting Wheel -8137,2022,3,128,681.72
1528137,Chart Casting Wheel -8137,2022,4,128,724.31
1528137,Chart Casting Wheel -8137,2022,5,127,708.06
1528137,Chart Casting Wheel -8137,2022,6,113,731.68
1528137,Chart Casting Wheel -8137,2022,7,156,753.4
1528137,Chart Casting Wheel -8137,2022,8,153,869.46
1528137,Chart Casting Wheel -8137,2022,9,106,793.06
1528137,Chart Casting Wheel -8137,2022,10,129,863.89
1528137,Chart Casting Wheel -8137,2022,11,130,888.33
1528137,Chart Casting Wheel -8137,2022,12,66,1041.18
1528137,Chart Casting Wheel -8137,2023,1,114,1104.93
1528137,Chart Casting Wheel -8137,2023,2,119,1074.23
1528137,Chart Casting Wheel -8137,2023,3,89,1027.72
1528137,Chart Casting Wheel -8137,2023,4,101,1151.06
1528137,Chart Casting Wheel -8137,2023,5,95,1163.59
1528137,Chart Casting Wheel -8137,2023,6,122,1399.45
1528137,Chart Casting Wheel -8137,2023,7,104,1411.48
1528137,Chart Casting Wheel -8137,2023,8,139,1361.96
1528137,Chart Casting Wheel -8137,2023,9,115,1505.61
1528137,Chart Casting Wheel -8137,2023,10,115,1597.54
1528137,Chart Casting Wheel -8137,2023,11,115,1819.28
1528137,Chart Casting Wheel -8137,2023,12,88,1618.59
1528137,Chart Casting Wheel -8137,2024,1,141,2022.92
1528137,Chart Casting Wheel -8137,2024,2,119,2039.59
1528137,Chart Casting Wheel -8137,2024,3,179,2401.24
1528137,Chart Casting Wheel -8137,2024,4,132,2243.27
1528137,Chart Casting Wheel -8137,2024,5,129,2773.23
1528137,Chart Casting Wheel -8137,2024,6,112,2604.08
1528137,Chart Casting Wheel -8137,2024,7,132,3140.74
1528137,Chart Casting Wheel -8137,2024,8,146,3235.29
1528137,Chart Casting Wheel -8137,2024,9,177,3691.91
1528137,Chart Casting Wheel -8137,2024,10,92,3767.94
1528137,Chart Casting Wheel -8137,2024,11,128,3779.07
1528137,Chart Casting Wheel -8137,2024,12,109,4555.1
1528138,Chart Casting Wheel -8138,2020,1,116,5009.56
1528138,Chart Casting Wheel -8138,2020,2,184,3926.66
1528138,Chart Casting Wheel -8138,2020,3,188,4045.29
1528138,Chart Casting Wheel -8138,2020,4,208,3786.18
1528138,Chart Casting Wheel -8138,2020,5,161,3374.11
1528138,Chart Casting Wheel -8138,2020,6,166,3271.71
1528138,Chart Casting Wheel -8138,2020,7,196,3292.57
1528138,Chart Casting Wheel -8138,2020,8,223,3018.11
1528138,Chart Casting Wheel -8138,2020,9,141,3029.25
1528138,Chart Casting Wheel -8138,2020,10,199,3005.11
1528138,Chart Casting Wheel -8138,2020,11,271,2558.8
1528138,Chart Casting Wheel -8138,2020,12,135,2700.84
1528138,Chart Casting Wheel -8138,2021,1,152,2494.5
1528138,Chart Casting Wheel -8138,2021,2,192,2239.73
1528138,Chart Casting Wheel -8138,2021,3,159,2258.88
1528138,Chart Casting Wheel -8138,2021,4,133,2055.84
1528138,Chart Casting Wheel -8138,2021,5,153,2193.5
1528138,Chart Casting Wheel -8138,2021,6,133,1912.74
1528138,Chart Casting Wheel -8138,2021,7,141,1665.16
1528138,Chart Casting Wheel -8138,2021,8,183,1741.35
1528138,Chart Casting Wheel -8138,2021,9,139,1650.26
1528138,Chart Casting Wheel -8138,2021,10,210,1585.03
1528138,Chart Casting Wheel -8138,2021,11,106,1506.49
1528138,Chart Casting Wheel -8138,2021,12,174,1517.27
1528138,Chart Casting Wheel -8138,2022,1,212,1535.39
1528138,Chart Casting Wheel -8138,2022,2,294,1415.52
1528138,Chart Casting Wheel -8138,2022,3,248,1755.53
1528138,Chart Casting Wheel -8138,2022,4,173,1628.0
1528138,Chart Casting Wheel -8138,2022,5,262,1919.54
1528138,Chart Casting Wheel -8138,2022,6,174,1925.39
1528138,Chart Casting Wheel -8138,2022,7,199,2102.26
1528138,Chart Casting Wheel -8138,2022,8,242,1998.26
1528138,Chart Casting Wheel -8138,2022,9,255,2282.97
1528138,Chart Casting Wheel -8138,2022,10,275,2354.43
1528138,Chart Casting Wheel -8138,2022,11,245,2544.61
1528138,Chart Casting Wheel -8138,2022,12,223,2695.42
1528138,Chart Casting Wheel -8138,2023,1,302,2782.64
1528138,Chart Casting Wheel -8138,2023,2,257,2733.67
1528138,Chart Casting Wheel -8138,2023,3,191,2923.9
1528138,Chart Casting Wheel -8138,2023,4,160,3307.43
1528138,Chart Casting Wheel -8138,2023,5,175,3447.8
1528138,Chart Casting Wheel -8138,2023,6,278,3663.65
1528138,Chart Casting Wheel -8138,2023,7,254,3769.94
1528138,Chart Casting Wheel -8138,2023,8,170,3812.01
1528138,Chart Casting Wheel -8138,2023,9,178,3894.02
1528138,Chart Casting Wheel -8138,2023,10,245,3759.89
1528138,Chart Casting Wheel -8138,2023,11,311,4089.5
1528138,Chart Casting Wheel -8138,2023,12,286,4935.21
1528138,Chart Casting Wheel -8138,2024,1,246,4725.62
1528138,Chart Casting Wheel -8138,2024,2,354,5243.25
1528138,Chart Casting Wheel -8138,2024,3,309,6140.37
1528138,Chart Casting Wheel -8138,2024,4,214,6047.08
1528138,Chart Casting Wheel -8138,2024,5,223,6976.82
1528138,Chart Casting Wheel -8138,2024,6,295,7428.16
1528138,Chart Casting Wheel -8138,2024,7,280,7803.3
1528138,Chart Casting Wheel -8138,2024,8,391,8905.05
1528138,Chart Casting Wheel -8138,2024,9,280,9611.05
1528138,Chart Casting Wheel -8138,2024,10,319,9304.04
1528138,Chart Casting Wheel -8138,2024,11,302,9561.56
1528138,Chart Casting Wheel -8138,2024,12,271,10621.46
516266681,Chart Casting Wheel -6681,2020,1,37,2781.88
516266681,Chart Casting Wheel -6681,2020,2,43,2642.75
516266681,Chart Casting Wheel -6681,2020,3,27,2878.62
516266681,Chart Casting Wheel -6681,2020,4,44,2635.78
516266681,Chart Casting Wheel -6681,2020,5,39,2597.93
516266681,Chart Casting Wheel -6681,2020,6,26,2237.88
516266681,Chart Casting Wheel -6681,2020,7,57,2117.45
516266681,Chart Casting Wheel -6681,2020,8,31,1905.27
516266681,Chart Casting Wheel -6681,2020,9,42,2105.0
516266681,Chart Casting Wheel -6681,2020,10,36,2028.06
516266681,Chart Casting Wheel -6681,2020,11,46,1743.09
516266681,Chart Casting Wheel -6681,2020,12,37,1642.7
516266681,Chart Casting Wheel -6681,2021,1,39,1617.67
516266681,Chart Casting Wheel -6681,2021,2,41,1501.05
516266681,Chart Casting Wheel -6681,2021,3,42,1460.46
516266681,Chart Casting Wheel -6681,2021,4,30,1477.97
516266681,Chart Casting Wheel -6681,2021,5,43,1241.12
516266681,Chart Casting Wheel -6681,2021,6,45,1379.54
516266681,Chart Casting Wheel -6681,2021,7,34,1216.0
516266681,Chart Casting Wheel -6681,2021,8,38,1117.1
516266681,Chart Casting Wheel -6681,2021,9,41,990.19
516266681,Chart Casting Wheel -6681,2021,10,36,1091.36
516266681,Chart Casting Wheel -6681,2021,11,34,944.15
516266681,Chart Casting Wheel -6681,2021,12,35,919.29
516266681,Chart Casting Wheel -6681,2022,1,44,1058.15
516266681,Chart Casting Wheel -6681,2022,2,56,941.84
516266681,Chart Casting Wheel -6681,2022,3,64,1154.1
516266681,Chart Casting Wheel -6681,2022,4,62,1220.19
516266681,Chart Casting Wheel -6681,2022,5,63,1129.01
516266681,Chart Casting Wheel -6681,2022,6,69,1150.64
516266681,Chart Casting Wheel -6681,2022,7,68,1297.39
516266681,Chart Casting Wheel -6681,2022,8,57,1449.16
516266681,Chart Casting Wheel -6681,2022,9,55,1425.08
516266681,Chart Casting Wheel -6681,2022,10,64,1621.71
516266681,Chart Casting Wheel -6681,2022,11,54,1587.04
516266681,Chart Casting Wheel -6681,2022,12,66,1706.03
516266681,Chart Casting Wheel -6681,2023,1,68,1605.81
516266681,Chart Casting Wheel -6681,2023,2,30,1940.86
516266681,Chart Casting Wheel -6681,2023,3,71,1976.1
516266681,Chart Casting Wheel -6681,2023,4,62,1859.34
516266681,Chart Casting Wheel -6681,2023,5,53,2008.01
516266681,Chart Casting Wheel -6681,2023,6,85,2296.36
516266681,Chart Casting Wheel -6681,2023,7,65,2392.14
516266681,Chart Casting Wheel -6681,2023,8,80,2551.65
516266681,Chart Casting Wheel -6681,2023,9,30,2549.09
516266681,Chart Casting Wheel -6681,2023,10,61,2951.94
516266681,Chart Casting Wheel -6681,2023,11,64,2865.4
516266681,Chart Casting Wheel -6681,2023,12,71,3135.87
516266681,Chart Casting Wheel -6681,2024,1,68,3002.26
516266681,Chart Casting Wheel -6681,2024,2,54,3675.71
516266681,Chart Casting Wheel -6681,2024,3,72,4082.19
516266681,Chart Casting Wheel -6681,2024,4,63,4145.63
516266681,Chart Casting Wheel -6681,2024,5,66,4566.25
516266681,Chart Casting Wheel -6681,2024,6,73,4977.98
516266681,Chart Casting Wheel -6681,2024,7,77,5022.01
516266681,Chart Casting Wheel -6681,2024,8,35,5256.03
516266681,Chart Casting Wheel -6681,2024,9,74,6318.74
516266681,Chart Casting Wheel -6681,2024,10,75,6231.52
516266681,Chart Casting Wheel -6681,2024,11,62,6723.55
516266681,Chart Casting Wheel -6681,2024,12,81,7786.87
8504786,Casting drive wheel,2020,1,41,3234.5
8504786,Casting drive wheel,2020,2,26,3086.45
8504786,Casting drive wheel,2020,3,41,3006.71
8504786,Casting drive wheel,2020,4,60,2926.49
8504786,Casting drive wheel,2020,5,40,2682.47
8504786,Casting drive wheel,2020,6,37,3032.8
8504786,Casting drive wheel,2020,7,40,2661.16
8504786,Casting drive wheel,2020,8,36,2632.2
8504786,Casting drive wheel,2020,9,29,2486.27
8504786,Casting drive wheel,2020,10,38,2282.14
8504786,Casting drive wheel,2020,11,49,1943.6
8504786,Casting drive wheel,2020,12,42,2209.84
8504786,Casting drive wheel,2021,1,38,1931.65
8504786,Casting drive wheel,2021,2,36,1941.89
8504786,Casting drive wheel,2021,3,55,1807.75
8504786,Casting drive wheel,2021,4,51,1711.21
8504786,Casting drive wheel,2021,5,46,1632.12
8504786,Casting drive wheel,2021,6,40,1368.65
8504786,Casting drive wheel,2021,7,48,1495.61
8504786,Casting drive wheel,2021,8,65,1288.55
8504786,Casting drive wheel,2021,9,25,1204.95
8504786,Casting drive wheel,2021,10,29,1236.04
8504786,Casting drive wheel,2021,11,50,1153.25
8504786,Casting drive wheel,2021,12,30,1086.08
8504786,Casting drive wheel,2022,1,54,1130.97
8504786,Casting drive wheel,2022,2,61,1293.82
8504786,Casting drive wheel,2022,3,54,1173.07
8504786,Casting drive wheel,2022,4,58,1279.43
8504786,Casting drive wheel,2022,5,23,1321.1
8504786,Casting drive wheel,2022,6,61,1586.55
8504786,Casting drive wheel,2022,7,82,1518.87
8504786,Casting drive wheel,2022,8,64,1638.24
8504786,Casting drive wheel,2022,9,46,1846.15
8504786,Casting drive wheel,2022,10,67,1873.83
8504786,Casting drive wheel,2022,11,61,1762.63
8504786,Casting drive wheel,2022,12,61,1778.81
8504786,Casting drive wheel,2023,1,67,2087.12
8504786,Casting drive wheel,2023,2,71,2370.86
8504786,Casting drive wheel,2023,3,64,2148.72
8504786,Casting drive wheel,2023,4,36,2414.94
8504786,Casting drive wheel,2023,5,52,2429.3
8504786,Casting drive wheel,2023,6,49,2895.26
8504786,Casting drive wheel,2023,7,53,2915.87
8504786,Casting drive wheel,2023,8,60,3066.59
8504786,Casting drive wheel,2023,9,76,2783.35
8504786,Casting drive wheel,2023,10,57,3470.55
8504786,Casting drive wheel,2023,11,69,3472.3
8504786,Casting drive wheel,2023,12,30,3735.42
8504786,Casting drive wheel,2024,1,55,3761.35
8504786,Casting drive wheel,2024,2,51,4025.21
8504786,Casting drive wheel,2024,3,82,4821.41
8504786,Casting drive wheel,2024,4,68,5224.46
8504786,Casting drive wheel,2024,5,37,5636.48
8504786,Casting drive wheel,2024,6,53,5685.34
8504786,Casting drive wheel,2024,7,90,6574.43
8504786,Casting drive wheel,2024,8,65,6638.03
8504786,Casting drive wheel,2024,9,96,7185.54
8504786,Casting drive wheel,2024,10,57,7178.52
8504786,Casting drive wheel,2024,11,78,8839.27
8504786,Casting drive wheel,2024,12,51,9466.62
1524926,Hub Casting ,2020,1,117,4692.91
1524926,Hub Casting ,2020,2,171,4386.79
1524926,Hub Casting ,2020,3,119,4184.8
1524926,Hub Casting ,2020,4,217,3858.42
1524926,Hub Casting ,2020,5,114,3692.35
1524926,Hub Casting ,2020,6,136,3676.87
1524926,Hub Casting ,2020,7,131,3557.53
1524926,Hub Casting ,2020,8,120,3354.58
1524926,Hub Casting ,2020,9,101,3169.87
1524926,Hub Casting ,2020,10,98,2710.63
1524926,Hub Casting ,2020,11,104,2659.91
1524926,Hub Casting ,2020,12,99,2420.22
1524926,Hub Casting ,2021,1,136,2195.9
1524926,Hub Casting ,2021,2,213,2517.16
1524926,Hub Casting ,2021,3,110,2316.26
1524926,Hub Casting ,2021,4,159,2007.42
1524926,Hub Casting ,2021,5,172,2034.96
1524926,Hub Casting ,2021,6,96,1984.4
1524926,Hub Casting ,2021,7,110,1845.24
1524926,Hub Casting ,2021,8,150,1593.17
1524926,Hub Casting ,2021,9,93,1472.22
1524926,Hub Casting ,2021,10,122,1607.35
1524926,Hub Casting ,2021,11,151,1388.29
1524926,Hub Casting ,2021,12,138,1406.86
1524926,Hub Casting ,2022,1,204,1554.62
1524926,Hub Casting ,2022,2,175,1548.95
1524926,Hub Casting ,2022,3,193,1613.36
1524926,Hub Casting ,2022,4,242,1715.27
1524926,Hub Casting ,2022,5,267,1834.9
1524926,Hub Casting ,2022,6,164,1878.66
1524926,Hub Casting ,2022,7,141,1872.6
1524926,Hub Casting ,2022,8,189,2111.76
1524926,Hub Casting ,2022,9,132,2191.62
1524926,Hub Casting ,2022,10,198,2412.39
1524926,Hub Casting ,2022,11,204,2287.95
1524926,Hub Casting ,2022,12,208,2583.59
1524926,Hub Casting ,2023,1,149,2367.23
1524926,Hub Casting ,2023,2,216,2644.76
1524926,Hub Casting ,2023,3,207,3113.68
1524926,Hub Casting ,2023,4,168,2979.89
1524926,Hub Casting ,2023,5,151,3336.03
1524926,Hub Casting ,2023,6,220,3332.1
1524926,Hub Casting ,2023,7,204,3305.9
1524926,Hub Casting ,2023,8,178,3722.36
1524926,Hub Casting ,2023,9,148,4095.85
1524926,Hub Casting ,2023,10,144,4333.69
1524926,Hub Casting ,2023,11,199,3973.2
1524926,Hub Casting ,2023,12,208,4113.69
1524926,Hub Casting ,2024,1,191,4660.86
1524926,Hub Casting ,2024,2,225,5489.83
1524926,Hub Casting ,2024,3,239,5197.94
1524926,Hub Casting ,2024,4,227,5890.67
1524926,Hub Casting ,2024,5,242,6295.74
1524926,Hub Casting ,2024,6,218,7529.45
1524926,Hub Casting ,2024,7,199,7382.68
1524926,Hub Casting ,2024,8,212,7833.47
1524926,Hub Casting ,2024,9,137,9623.42
1524926,Hub Casting ,2024,10,176,9071.29
1524926,Hub Casting ,2024,11,258,10149.77
1524926,Hub Casting ,2024,12,223,11470.27
8827231,Drive wheel -casting,2020,1,368,345.48
8827231,Drive wheel -casting,2020,2,219,357.08
8827231,Drive wheel -casting,2020,3,267,329.25
8827231,Drive wheel -casting,2020,4,174,306.89
8827231,Drive wheel -casting,2020,5,331,325.75
8827231,Drive wheel -casting,2020,6,135,273.92
8827231,Drive wheel -casting,2020,7,328,272.02
8827231,Drive wheel -casting,2020,8,250,236.07
8827231,Drive wheel -casting,2020,9,208,235.59
8827231,Drive wheel -casting,2020,10,226,226.27
8827231,Drive wheel -casting,2020,11,227,197.2
8827231,Drive wheel -casting,2020,12,311,192.38
8827231,Drive wheel -casting,2021,1,189,204.69
8827231,Drive wheel -casting,2021,2,110,168.58
8827231,Drive wheel -casting,2021,3,302,167.75
8827231,Drive wheel -casting,2021,4,237,178.27
8827231,Drive wheel -casting,2021,5,141,160.1
8827231,Drive wheel -casting,2021,6,284,142.09
8827231,Drive wheel -casting,2021,7,104,139.92
8827231,Drive wheel -casting,2021,8,224,150.93
8827231,Drive wheel -casting,2021,9,287,119.4
8827231,Drive wheel -casting,2021,10,228,126.35
8827231,Drive wheel -casting,2021,11,306,116.12
8827231,Drive wheel -casting,2021,12,346,113.86
8827231,Drive wheel -casting,2022,1,374,109.31
8827231,Drive wheel -casting,2022,2,497,131.61
8827231,Drive wheel -casting,2022,3,294,130.63
8827231,Drive wheel -casting,2022,4,257,133.94
8827231,Drive wheel -casting,2022,5,426,136.01
8827231,Drive wheel -casting,2022,6,331,160.21
8827231,Drive wheel -casting,2022,7,477,166.87
8827231,Drive wheel -casting,2022,8,394,181.64
8827231,Drive wheel -casting,2022,9,180,184.33
8827231,Drive wheel -casting,2022,10,308,169.93
8827231,Drive wheel -casting,2022,11,317,183.47
8827231,Drive wheel -casting,2022,12,389,186.28
8827231,Drive wheel -casting,2023,1,298,216.48
8827231,Drive wheel -casting,2023,2,400,206.85
8827231,Drive wheel -casting,2023,3,362,232.19
8827231,Drive wheel -casting,2023,4,532,246.75
8827231,Drive wheel -casting,2023,5,376,261.88
8827231,Drive wheel -casting,2023,6,338,292.74
8827231,Drive wheel -casting,2023,7,353,276.1
8827231,Drive wheel -casting,2023,8,552,286.94
8827231,Drive wheel -casting,2023,9,423,285.01
8827231,Drive wheel -casting,2023,10,454,333.53
8827231,Drive wheel -casting,2023,11,232,315.11
8827231,Drive wheel -casting,2023,12,427,336.96
8827231,Drive wheel -casting,2024,1,547,401.8
8827231,Drive wheel -casting,2024,2,522,414.78
8827231,Drive wheel -casting,2024,3,650,475.37
8827231,Drive wheel -casting,2024,4,627,448.62
8827231,Drive wheel -casting,2024,5,453,575.08
8827231,Drive wheel -casting,2024,6,347,570.04
8827231,Drive wheel -casting,2024,7,450,620.04
8827231,Drive wheel -casting,2024,8,333,629.05
8827231,Drive wheel -casting,2024,9,397,680.81
8827231,Drive wheel -casting,2024,10,468,821.98
8827231,Drive wheel -casting,2024,11,346,760.55
8827231,Drive wheel -casting,2024,12,464,903.64
006050988V01,Fly Wheel 67 HP,2020,1,360,3441.59
006050988V01,Fly Wheel 67 HP,2020,2,403,3402.51
006050988V01,Fly Wheel 67 HP,2020,3,316,3131.48
006050988V01,Fly Wheel 67 HP,2020,4,422,2927.28
006050988V01,Fly Wheel 67 HP,2020,5,267,2699.88
006050988V01,Fly Wheel 67 HP,2020,6,308,2731.45
006050988V01,Fly Wheel 67 HP,2020,7,513,2386.59
006050988V01,Fly Wheel 67 HP,2020,8,444,2664.65
006050988V01,Fly Wheel 67 HP,2020,9,365,2121.93
006050988V01,Fly Wheel 67 HP,2020,10,282,2238.52
006050988V01,Fly Wheel 67 HP,2020,11,387,2260.9
006050988V01,Fly Wheel 67 HP,2020,12,379,1917.08
006050988V01,Fly Wheel 67 HP,2021,1,292,1756.01
006050988V01,Fly Wheel 67 HP,2021,2,377,1802.15
006050988V01,Fly Wheel 67 HP,2021,3,266,1678.63
006050988V01,Fly Wheel 67 HP,2021,4,481,1622.02
006050988V01,Fly Wheel 67 HP,2021,5,335,1593.37
006050988V01,Fly Wheel 67 HP,2021,6,270,1477.74
006050988V01,Fly Wheel 67 HP,2021,7,348,1246.01
006050988V01,Fly Wheel 67 HP,2021,8,328,1419.24
006050988V01,Fly Wheel 67 HP,2021,9,271,1278.69
006050988V01,Fly Wheel 67 HP,2021,10,272,1271.5
006050988V01,Fly Wheel 67 HP,2021,11,385,1173.58
006050988V01,Fly Wheel 67 HP,2021,12,485,966.14
006050988V01,Fly Wheel 67 HP,2022,1,418,1128.86
006050988V01,Fly Wheel 67 HP,2022,2,432,1245.48
006050988V01,Fly Wheel 67 HP,2022,3,551,1202.71
006050988V01,Fly Wheel 67 HP,2022,4,468,1315.88
006050988V01,Fly Wheel 67 HP,2022,5,405,1254.26
006050988V01,Fly Wheel 67 HP,2022,6,542,1380.51
006050988V01,Fly Wheel 67 HP,2022,7,403,1645.8
006050988V01,Fly Wheel 67 HP,2022,8,430,1603.66
006050988V01,Fly Wheel 67 HP,2022,9,349,1540.99
006050988V01,Fly Wheel 67 HP,2022,10,481,1808.07
006050988V01,Fly Wheel 67 HP,2022,11,531,1745.01
006050988V01,Fly Wheel 67 HP,2022,12,561,1967.02
006050988V01,Fly Wheel 67 HP,2023,1,676,2052.95
006050988V01,Fly Wheel 67 HP,2023,2,232,2222.56
006050988V01,Fly Wheel 67 HP,2023,3,514,2076.11
006050988V01,Fly Wheel 67 HP,2023,4,561,2522.68
006050988V01,Fly Wheel 67 HP,2023,5,382,2348.54
006050988V01,Fly Wheel 67 HP,2023,6,611,2563.65
006050988V01,Fly Wheel 67 HP,2023,7,418,2833.78
006050988V01,Fly Wheel 67 HP,2023,8,601,2768.73
006050988V01,Fly Wheel 67 HP,2023,9,470,2980.16
006050988V01,Fly Wheel 67 HP,2023,10,519,3168.89
006050988V01,Fly Wheel 67 HP,2023,11,658,3059.91
006050988V01,Fly Wheel 67 HP,2023,12,455,3690.75
006050988V01,Fly Wheel 67 HP,2024,1,431,3403.1
006050988V01,Fly Wheel 67 HP,2024,2,445,3772.36
006050988V01,Fly Wheel 67 HP,2024,3,482,4583.02
006050988V01,Fly Wheel 67 HP,2024,4,599,5026.75
006050988V01,Fly Wheel 67 HP,2024,5,600,4955.54
006050988V01,Fly Wheel 67 HP,2024,6,431,5819.17
006050988V01,Fly Wheel 67 HP,2024,7,471,5568.2
006050988V01,Fly Wheel 67 HP,2024,8,369,6628.93
006050988V01,Fly Wheel 67 HP,2024,9,746,6355.29
006050988V01,Fly Wheel 67 HP,2024,10,701,8021.48
006050988V01,Fly Wheel 67 HP,2024,11,611,8367.24
006050988V01,Fly Wheel 67 HP,2024,12,435,8834.75
907125600,Wheel - Drive,2020,1,103,2957.2
907125600,Wheel - Drive,2020,2,181,2689.22
907125600,Wheel - Drive,2020,3,159,2532.27
907125600,Wheel - Drive,2020,4,174,2153.48
907125600,Wheel - Drive,2020,5,90,2431.11
907125600,Wheel - Drive,2020,6,192,1932.14
907125600,Wheel - Drive,2020,7,136,2211.14
907125600,Wheel - Drive,2020,8,175,1991.31
907125600,Wheel - Drive,2020,9,174,1912.35
907125600,Wheel - Drive,2020,10,85,1732.56
907125600,Wheel - Drive,2020,11,140,1690.84
907125600,Wheel - Drive,2020,12,160,1436.99
907125600,Wheel - Drive,2021,1,115,1351.35
907125600,Wheel - Drive,2021,2,68,1451.87
907125600,Wheel - Drive,2021,3,139,1340.83
907125600,Wheel - Drive,2021,4,120,1322.51
907125600,Wheel - Drive,2021,5,159,1246.86
907125600,Wheel - Drive,2021,6,165,1158.28
907125600,Wheel - Drive,2021,7,142,1104.49
907125600,Wheel - Drive,2021,8,208,1050.46
907125600,Wheel - Drive,2021,9,161,913.13
907125600,Wheel - Drive,2021,10,174,848.19
907125600,Wheel - Drive,2021,11,162,819.8
907125600,Wheel - Drive,2021,12,165,831.23
907125600,Wheel - Drive,2022,1,253,798.77
907125600,Wheel - Drive,2022,2,210,1003.07
907125600,Wheel - Drive,2022,3,174,986.73
907125600,Wheel - Drive,2022,4,149,951.15
907125600,Wheel - Drive,2022,5,148,1075.77
907125600,Wheel - Drive,2022,6,201,1066.18
907125600,Wheel - Drive,2022,7,191,1246.46
907125600,Wheel - Drive,2022,8,171,1350.02
907125600,Wheel - Drive,2022,9,174,1360.27
907125600,Wheel - Drive,2022,10,159,1461.35
907125600,Wheel - Drive,2022,11,157,1435.66
907125600,Wheel - Drive,2022,12,169,1598.06
907125600,Wheel - Drive,2023,1,239,1606.04
907125600,Wheel - Drive,2023,2,215,1697.23
907125600,Wheel - Drive,2023,3,175,1853.03
907125600,Wheel - Drive,2023,4,199,1776.67
907125600,Wheel - Drive,2023,5,265,1969.36
907125600,Wheel - Drive,2023,6,164,2134.92
907125600,Wheel - Drive,2023,7,213,2244.91
907125600,Wheel - Drive,2023,8,240,2223.08
907125600,Wheel - Drive,2023,9,222,2224.03
907125600,Wheel - Drive,2023,10,210,2492.22
907125600,Wheel - Drive,2023,11,156,2371.29
907125600,Wheel - Drive,2023,12,239,2771.46
907125600,Wheel - Drive,2024,1,180,2786.99
907125600,Wheel - Drive,2024,2,323,3424.46
907125600,Wheel - Drive,2024,3,236,3756.15
907125600,Wheel - Drive,2024,4,176,3882.13
907125600,Wheel - Drive,2024,5,237,4320.48
907125600,Wheel - Drive,2024,6,138,4381.48
907125600,Wheel - Drive,2024,7,294,4922.13
907125600,Wheel - Drive,2024,8,263,5085.33
907125600,Wheel - Drive,2024,9,247,5953.68
907125600,Wheel - Drive,2024,10,257,6393.07
907125600,Wheel - Drive,2024,11,261,6406.65
907125600,Wheel - Drive,2024,12,256,6940.22
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,1,196,1422.21
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,2,205,1192.31
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,3,237,1219.45
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,4,228,1075.51
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,5,226,1166.49
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,6,232,995.3
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,7,191,1040.04
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,8,258,1007.4
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,9,181,894.65
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,10,174,907.3
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,11,240,763.44
60000-01/018,"Brake Drum , 16.5X7, G3000b",2020,12,205,811.04
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,1,166,667.07
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,2,216,744.86
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,3,180,690.15
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,4,161,613.79
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,5,179,572.77
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,6,201,612.08
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,7,147,486.09
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,8,157,548.82
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,9,209,470.81
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,10,135,442.46
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,11,158,418.61
60000-01/018,"Brake Drum , 16.5X7, G3000b",2021,12,191,414.22
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,1,231,455.32
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,2,324,428.1
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,3,214,489.11
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,4,290,464.17
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,5,334,545.93
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,6,243,520.78
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,7,296,626.4
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,8,198,564.75
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,9,275,613.6
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,10,318,619.1
60000-01/018,"Brake Drum , 16.5X7, G3000b",2022,11,287,681.45
